"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"17","1002.0","1002.3","1003.4","2018-07-17 21:47","1000.3","2018-07-17 15:51","30.7","33.5","2018-07-17 10:33","28.6","2018-07-17 05:09","25.4","73","63","2018-07-17 11:35","2.6","300","7.8","290","2018-07-17 12:24","0.0","0.0","0.0","2018-07-17 00:00","0.0","2018-07-17 00:00","10.4","78.0","23.98","10.0","6.2","12","2018-07-17 12:00","4.5"
"18","1004.0","1004.3","1005.8","2018-07-18 21:29","1002.6","2018-07-18 03:04","30.6","33.9","2018-07-18 12:17","29.0","2018-07-18 06:11","25.5","74","67","2018-07-18 12:08","2.2","310","8.8","290","2018-07-18 14:29","0.0","0.0","0.0","2018-07-18 00:00","0.0","2018-07-18 00:00","7.6","57.1","20.17","11.3","-5.4","12","2018-07-18 13:00","6.1"
"19","1005.5","1005.9","1008.2","2018-07-19 19:47","1004.2","2018-07-19 15:08","29.4","33.0","2018-07-19 13:40","25.2","2018-07-19 19:56","24.7","76","69","2018-07-19 13:33","2.1","280","7.4","280","2018-07-19 13:58","68.5","2.9","19.0","2018-07-19 19:46","63.0","2018-07-19 19:20","9.2","69.2","22.87","10.0","/","11","2018-07-19 12:00","5.0"
"20","1003.6","1003.9","1005.5","2018-07-20 00:01","1001.7","2018-07-20 15:56","29.0","31.9","2018-07-20 14:38","26.3","2018-07-20 00:49","24.6","77","72","2018-07-20 15:16","1.8","300","6.5","300","2018-07-20 13:31","0.5","0.1","0.5","2018-07-20 09:50","0.5","2018-07-20 09:50","8.0","60.2","20.75","10.3","-7.8","11","2018-07-20 13:00","5.2"
"21","1000.6","1000.9","1003.1","2018-07-21 00:01","998.6","2018-07-21 15:06","29.4","32.3","2018-07-21 12:39","26.9","2018-07-21 04:10","24.6","76","68","2018-07-21 18:14","1.9","70","7.7","50","2018-07-21 18:29","0.0","0.0","0.0","2018-07-21 00:00","0.0","2018-07-21 00:00","11.3","85.1","24.57","10.0","6.5","12","2018-07-21 13:00","4.8"
"22","1001.3","1001.6","1004.0","2018-07-22 21:58","999.4","2018-07-22 02:39","29.2","32.8","2018-07-22 14:23","26.9","2018-07-22 05:39","24.5","76","70","2018-07-22 09:02","2.1","70","7.3","300","2018-07-22 13:44","T","0.3","T","2018-07-22 20:50","T","2018-07-22 20:50","5.7","43.0","19.09","9.7","-4.9","11","2018-07-22 14:00","8.5"
"23","1004.2","1004.5","1006.4","2018-07-23 22:16","1002.3","2018-07-23 04:11","30.1","32.6","2018-07-23 11:22","27.5","2018-07-23 05:58","25.0","74","69","2018-07-23 10:28","1.6","260","6.8","250","2018-07-23 09:28","0.0","0.0","0.0","2018-07-23 00:00","0.0","2018-07-23 00:00","8.4","63.4","20.49","12.0","-5.5","12","2018-07-23 12:00","6.6"
"24","1006.4","1006.7","1007.6","2018-07-24 10:02","1005.0","2018-07-24 03:20","29.2","32.2","2018-07-24 14:15","26.6","2018-07-24 10:08","25.0","78","74","2018-07-24 14:31","1.4","80","6.0","210","2018-07-24 14:19","35.5","2.9","11.5","2018-07-24 09:57","25.0","2018-07-24 09:30","2.2","16.6","10.60","9.2","-6.0","10","2018-07-24 14:00","7.6"
"25","1006.9","1007.3","1007.9","2018-07-25 10:19","1005.6","2018-07-25 14:50","28.6","32.8","2018-07-25 12:27","26.3","2018-07-25 05:25","24.0","77","72","2018-07-25 08:53","1.7","50","7.7","80","2018-07-25 17:00","0.0","0.0","0.0","2018-07-25 00:00","0.0","2018-07-25 00:00","6.1","46.1","14.69","10.7","4.6","10","2018-07-25 12:00","6.3"
"26","1006.8","1007.1","1008.0","2018-07-26 08:23","1004.9","2018-07-26 17:27","29.4","33.4","2018-07-26 13:44","26.4","2018-07-26 05:12","24.3","74","66","2018-07-26 10:41","1.9","280","8.9","360","2018-07-26 17:57","11.0","1.8","8.5","2018-07-26 17:57","9.0","2018-07-26 17:07","8.1","61.3","19.52","11.0","-4.4","9","2018-07-26 12:00","6.8"
"27","1006.9","1007.2","1008.7","2018-07-27 21:54","1005.7","2018-07-27 03:03","28.7","32.3","2018-07-27 13:16","26.8","2018-07-27 02:31","24.5","79","70","2018-07-27 13:13","1.4","60","6.3","70","2018-07-27 16:11","1.5","1.9","0.5","2018-07-27 15:20","1.0","2018-07-27 15:20","5.8","44.0","17.32","10.8","-3.9","8","2018-07-27 11:00","5.4"
"28","1006.4","1006.8","1008.1","2018-07-28 00:01","1004.7","2018-07-28 17:20","29.5","32.9","2018-07-28 14:01","27.1","2018-07-28 05:50","24.5","74","69","2018-07-28 09:45","1.9","300","7.4","290","2018-07-28 14:06","0.0","0.0","0.0","2018-07-28 00:00","0.0","2018-07-28 00:00","7.9","59.9","19.25","10.3","5.3","9","2018-07-28 14:00","4.8"
"29","1005.4","1005.8","1007.2","2018-07-29 00:10","1003.6","2018-07-29 16:03","30.4","33.4","2018-07-29 09:52","26.4","2018-07-29 03:47","24.4","71","63","2018-07-29 09:33","2.6","300","8.1","320","2018-07-29 10:50","0.0","0.0","0.0","2018-07-29 00:00","0.0","2018-07-29 00:00","12.7","96.5","25.84","11.3","4.5","12","2018-07-29 13:00","1.4"
"30","1005.4","1005.7","1006.8","2018-07-30 11:33","1004.1","2018-07-30 17:42","30.8","33.5","2018-07-30 13:19","28.1","2018-07-30 05:16","25.2","72","65","2018-07-30 12:53","2.3","320","7.8","330","2018-07-30 14:34","0.0","0.0","0.0","2018-07-30 00:00","0.0","2018-07-30 00:00","12.3","93.5","25.31","14.0","9.4","12","2018-07-30 13:00","1.8"
"31","1005.2","1005.5","1006.7","2018-07-31 08:27","1003.1","2018-07-31 15:55","31.0","33.7","2018-07-31 13:08","28.5","2018-07-31 06:06","25.4","72","66","2018-07-31 11:42","2.4","320","8.3","330","2018-07-31 14:39","0.0","0.0","0.0","2018-07-31 00:00","0.0","2018-07-31 00:00","11.3","86.0","24.55","14.0","6.4","12","2018-07-31 13:00","3.4"
