"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"11","1012.1","1012.5","1014.1","2018-04-11 09:05","1009.8","2018-04-11 16:59","27.4","31.2","2018-04-11 11:49","23.3","2018-04-11 04:37","21.3","69","57","2018-04-11 07:48","1.6","260","6.3","230","2018-04-11 12:53","0.0","0.0","0.0","","0.0","","11.4","91.0","24.08","13.5","5.8","11","2018-04-11 13:00","2.0"
"12","1011.5","1011.9","1013.3","2018-04-12 21:46","1009.6","2018-04-12 16:23","28.2","31.3","2018-04-12 11:59","26.4","2018-04-12 00:26","22.2","70","59","2018-04-12 10:00","1.6","190","5.3","280","2018-04-12 13:54","0.0","0.0","0.0","","0.0","","9.3","74.1","23.92","11.7","4.9","12","2018-04-12 12:00","2.5"
"13","1012.2","1012.6","1014.0","2018-04-13 10:12","1010.4","2018-04-13 15:09","28.5","31.4","2018-04-13 13:04","25.6","2018-04-13 05:48","23.1","72","66","2018-04-13 12:33","2.7","190","8.3","180","2018-04-13 14:44","0.0","0.0","0.0","","0.0","","11.4","90.7","24.02","11.3","7.3","11","2018-04-13 13:00","1.3"
"14","1011.2","1011.6","1013.3","2018-04-14 10:09","1009.4","2018-04-14 16:51","28.6","32.2","2018-04-14 12:12","26.7","2018-04-14 05:27","23.0","72","64","2018-04-14 10:48","2.6","160","6.8","180","2018-04-14 12:50","0.0","0.0","0.0","","0.0","","9.7","77.1","23.38","11.7","4.8","11","2018-04-14 12:00","2.3"
"15","1011.1","1011.5","1013.6","2018-04-15 21:43","1009.0","2018-04-15 02:22","27.6","31.3","2018-04-15 10:08","24.1","2018-04-15 21:28","21.2","68","61","2018-04-15 15:21","3.2","350","10.5","340","2018-04-15 12:31","0.0","0.0","0.0","","0.0","","7.5","59.5","19.15","11.5","-6.4","10","2018-04-15 12:00","6.0"
"16","1013.8","1014.2","1015.4","2018-04-16 22:40","1012.3","2018-04-16 15:00","25.1","27.8","2018-04-16 13:09","21.7","2018-04-16 05:47","18.6","67","62","2018-04-16 19:38","2.2","310","7.6","210","2018-04-16 10:47","T","0.1","T","2018-04-16 05:05","T","2018-04-16 05:05","7.7","61.0","20.47","7.8","6.5","10","2018-04-16 13:00","7.5"
"17","1014.7","1015.1","1016.5","2018-04-17 09:28","1012.5","2018-04-17 16:04","25.4","30.3","2018-04-17 13:28","22.5","2018-04-17 05:49","17.9","63","56","2018-04-17 12:21","3.0","360","8.4","310","2018-04-17 13:35","0.0","0.0","0.0","","0.0","","6.1","48.2","18.04","9.0","4.9","9","2018-04-17 13:00","6.5"
"18","1014.4","1014.8","1016.1","2018-04-18 08:41","1012.8","2018-04-18 15:47","25.3","28.6","2018-04-18 12:22","22.3","2018-04-18 05:45","17.7","63","56","2018-04-18 12:58","2.1","320","8.1","320","2018-04-18 16:21","0.0","0.0","0.0","","0.0","","8.5","67.1","20.90","10.0","5.3","9","2018-04-18 13:00","5.7"
"19","1013.8","1014.2","1015.0","2018-04-19 07:36","1012.7","2018-04-19 05:12","26.4","29.7","2018-04-19 11:12","23.7","2018-04-19 05:21","19.2","65","59","2018-04-19 09:23","2.4","310","9.3","280","2018-04-19 13:58","0.0","0.0","0.0","","0.0","","7.9","62.2","22.61","8.3","5.9","11","2018-04-19 12:00","4.8"
"20","1013.8","1014.2","1015.0","2018-04-20 08:45","1012.0","2018-04-20 16:45","26.7","29.8","2018-04-20 11:52","24.0","2018-04-20 05:10","19.3","64","56","2018-04-20 08:21","2.6","310","8.5","290","2018-04-20 11:59","0.0","0.0","0.0","","0.0","","7.5","59.0","19.06","9.7","5.0","8","2018-04-20 11:00","6.5"
"21","1013.0","1013.4","1014.4","2018-04-21 08:10","1011.1","2018-04-21 16:42","27.5","30.5","2018-04-21 12:12","24.9","2018-04-21 06:13","19.8","63","56","2018-04-21 12:10","1.9","350","6.2","300","2018-04-21 13:56","0.0","0.0","0.0","","0.0","","8.1","63.6","21.16","9.5","5.3","10","2018-04-21 13:00","6.0"
"22","1011.1","1011.5","1013.2","2018-04-22 08:09","1009.0","2018-04-22 16:27","28.4","31.4","2018-04-22 13:06","25.3","2018-04-22 04:38","21.6","67","61","2018-04-22 13:06","1.7","280","7.0","310","2018-04-22 15:47","0.0","0.0","0.0","","0.0","","11.5","90.2","24.90","9.8","5.1","11","2018-04-22 13:00","3.8"
"23","1009.1","1009.5","1010.4","2018-04-23 22:02","1007.1","2018-04-23 14:56","28.9","33.2","2018-04-23 13:38","26.1","2018-04-23 04:49","22.9","70","61","2018-04-23 11:10","3.1","160","12.0","150","2018-04-23 11:46","0.0","0.0","0.0","","0.0","","8.8","68.9","22.15","11.3","3.9","11","2018-04-23 12:00","3.7"
"24","1009.1","1009.5","1010.6","2018-04-24 21:45","1007.3","2018-04-24 16:18","27.4","29.3","2018-04-24 13:08","26.4","2018-04-24 22:45","22.5","75","70","2018-04-24 16:14","2.4","320","7.6","320","2018-04-24 15:43","0.0","0.0","0.0","","0.0","","3.0","23.4","10.38","12.0","-2.6","4","2018-04-24 12:00","7.7"
"25","1010.7","1011.1","1012.5","2018-04-25 22:02","1008.9","2018-04-25 02:58","26.3","28.5","2018-04-25 12:37","23.3","2018-04-25 08:53","21.1","73","67","2018-04-25 18:56","1.7","310","6.6","310","2018-04-25 15:20","7.5","2.1","2.5","2018-04-25 08:10","7.0","2018-04-25 08:08","1.3","10.1","11.25","10.0","-0.9","9","2018-04-25 13:00","8.2"
"26","1012.6","1013.0","1014.8","2018-04-26 22:35","1010.4","2018-04-26 03:22","26.3","28.7","2018-04-26 12:25","24.4","2018-04-26 06:54","20.3","70","61","2018-04-26 23:01","2.3","300","7.9","290","2018-04-26 10:01","0.5","0.5","0.5","2018-04-26 01:50","0.5","2018-04-26 01:50","6.2","48.3","17.44","9.7","7.8","10","2018-04-26 13:00","7.0"
"27","1014.4","1014.8","1015.9","2018-04-27 21:48","1012.7","2018-04-27 02:49","27.0","29.4","2018-04-27 11:37","24.5","2018-04-27 02:19","20.6","68","62","2018-04-27 00:15","2.3","320","8.9","330","2018-04-27 15:19","0.0","0.0","0.0","","0.0","","5.2","40.5","18.24","10.0","2.5","9","2018-04-27 12:00","8.3"
"28","1014.3","1014.7","1015.8","2018-04-28 09:41","1012.3","2018-04-28 15:50","26.9","29.9","2018-04-28 13:06","25.8","2018-04-28 03:30","21.0","70","66","2018-04-28 12:34","1.9","300","7.3","290","2018-04-28 14:29","0.0","0.0","0.0","","0.0","","2.2","17.1","12.59","7.5","4.9","9","2018-04-28 13:00","8.0"
"29","1013.1","1013.5","1014.9","2018-04-29 09:29","1010.9","2018-04-29 16:20","27.1","29.9","2018-04-29 12:31","25.7","2018-04-29 01:10","21.5","71","67","2018-04-29 12:31","1.7","280","6.4","300","2018-04-29 14:20","0.0","0.0","0.0","","0.0","","4.9","38.0","18.67","9.3","3.8","10","2018-04-29 13:00","7.8"
"30","1013.1","1013.5","1014.7","2018-04-30 09:45","1011.8","2018-04-30 02:44","28.1","31.3","2018-04-30 13:01","25.5","2018-04-30 05:34","22.2","71","64","2018-04-30 12:37","1.7","190","5.4","210","2018-04-30 15:03","0.0","0.0","0.0","","0.0","","10.3","79.8","24.71","10.0","5.9","11","2018-04-30 12:00","3.5"
