ObsTime	StnPres	SeaPres	StnPresMax	StnPresMaxTime	StnPresMin	StnPresMinTime	Temperature	T Max	T Max Time	T Min	T Min Time	Td dew point	RH	RHMin	RHMinTime	WS	WD	WSGust	WDGust	WGustTime	Precp	PrecpHour	PrecpMax10	PrecpMax10Time	PrecpHrMax	PrecpHrMaxTime	SunShine	SunShineRate	GloblRad	VisbMean	EvapA	UVI Max	UVI Max Time	Cloud Amount
11	1007.6	1008	1009.7	2018/9/11 22:58	1005.7	2018/9/11 02:46	28.9	33.3	2018/9/11 14:33	25.2	2018/9/11 00:24	24.3	77	64	2018/9/11 13:07	1.9	190	7.3	150	2018/9/11 15:04	5.5	1.3	3	2018/9/11 00:12	4.5	2018/9/11 00:01	6.1	49.6	17.03	11	4.1	11	2018/9/11 12:00	7
12	1008.8	1009.2	1010.1	2018/9/12 21:52	1007.3	2018/9/12 14:33	29.4	32.5	2018/9/12 12:11	27.6	2018/9/12 06:10	24.7	76	66	2018/9/12 17:18	1.8	330	7.4	320	2018/9/12 14:59	0	0	0	2018/9/12 00:00	0	2018/9/12 00:00	7.2	58.7	17.04	8.5	4.3	10	2018/9/12 12:00	7.2
13	1008.7	1009	1010.2	2018/9/13 09:33	1007.3	2018/9/13 15:49	29.2	32.1	2018/9/13 13:58	27.2	2018/9/13 05:07	24.8	77	71	2018/9/13 15:04	2	300	7.3	320	2018/9/13 15:00	0	0	0	2018/9/13 00:00	0	2018/9/13 00:00	6.9	56.3	16.64	7	3.9	10	2018/9/13 13:00	4.5
14	1006.3	1006.6	1008.7	2018/9/14 00:01	1003.4	2018/9/14 23:44	29.8	32.4	2018/9/14 13:40	27.7	2018/9/14 06:16	24.7	74	66	2018/9/14 14:32	2	310	7.7	320	2018/9/14 15:42	0	0	0	2018/9/14 00:00	0	2018/9/14 00:00	8.8	72	19.2	11.3	-4.4	11	2018/9/14 12:00	3.5
15	1000.1	1000.4	1003.6	2018/9/15 00:11	997.1	2018/9/15 16:11	29	31.8	2018/9/15 13:46	27.4	2018/9/15 18:29	24	74	63	2018/9/15 14:35	1.6	150	12.6	90	2018/9/15 21:36	3	2.6	0.5	2018/9/15 07:12	1.5	2018/9/15 06:53	0.4	3.3	3.95	7	-3.6	7	2018/9/15 14:00	9.1
16	1005.9	1006.2	1011.2	2018/9/16 22:57	1000.1	2018/9/16 02:25	30.2	32.3	2018/9/16 12:38	27.2	2018/9/16 07:35	23.9	69	62	2018/9/16 02:47	4.9	150	15.7	150	2018/9/16 07:28	2	2.4	0.5	2018/9/16 00:52	1	2018/9/16 07:10	0.5	4.1	10.89	9.5	-4.4	7	2018/9/16 12:00	9.2
17	1012.1	1012.4	1015.3	2018/9/17 22:46	1010.4	2018/9/17 01:25	29.9	33.7	2018/9/17 12:19	26.4	2018/9/17 05:40	24.3	72	63	2018/9/17 14:16	2	60	7.9	190	2018/9/17 12:14	1	1.1	0.5	2018/9/17 05:24	1	2018/9/17 05:09	5.6	46.1	16.33	10.7	5.2	11	2018/9/17 12:00	6.6
18	1013.2	1013.6	1015	2018/9/18 00:23	1010.9	2018/9/18 15:30	29.5	32.3	2018/9/18 13:15	27.6	2018/9/18 03:44	24.9	76	69	2018/9/18 15:15	2.2	340	10.5	360	2018/9/18 15:25	T	0.1	T	2018/9/18 18:15	T	2018/9/18 18:15	6.3	51.9	16.4	8.5	-4.5	9	2018/9/18 12:00	4.7
19	1011.6	1012	1013.4	2018/9/19 00:01	1009.9	2018/9/19 15:47	29.2	32.1	2018/9/19 13:10	26.9	2018/9/19 05:21	24.2	75	67	2018/9/19 21:11	1.9	290	7.4	290	2018/9/19 14:56	0	0	0	2018/9/19 00:00	0	2018/9/19 00:00	10.2	84.2	20.76	8.7	5.4	10	2018/9/19 12:00	3.3
20	1010.4	1010.8	1012	2018/9/20 21:00	1008.7	2018/9/20 15:31	29.6	32.5	2018/9/20 11:29	27	2018/9/20 05:37	23.9	72	67	2018/9/20 08:56	2.3	310	9	320	2018/9/20 12:25	0	0	0	2018/9/20 00:00	0	2018/9/20 00:00	10.2	84.3	20.82	9.5	6.2	10	2018/9/20 13:00	3.1
21	1011.4	1011.8	1014	2018/9/21 21:51	1009.7	2018/9/21 15:09	29.9	33.1	2018/9/21 11:28	27.3	2018/9/21 04:13	23.9	70	58	2018/9/21 09:24	2.1	310	8.7	310	2018/9/21 12:28	0	0	0	2018/9/21 00:00	0	2018/9/21 00:00	9.4	77.9	21.47	11	6.3	10	2018/9/21 12:00	3.2
22	1013	1013.4	1014.6	2018/9/22 21:31	1011.3	2018/9/22 15:15	30	32.5	2018/9/22 13:52	27.9	2018/9/22 04:38	24.3	72	66	2018/9/22 09:54	2.1	310	9.7	320	2018/9/22 14:09	0	0	0	2018/9/22 00:00	0	2018/9/22 00:00	6.5	53.9	16.29	9.3	5.7	7	2018/9/22 12:00	4.8
23	1012.1	1012.5	1014	2018/9/23 00:01	1009.7	2018/9/23 15:53	29.7	32.4	2018/9/23 13:04	27.5	2018/9/23 21:29	24.7	75	64	2018/9/23 17:47	2.1	310	9.1	320	2018/9/23 14:07	0	0	0	2018/9/23 00:00	0	2018/9/23 00:00	7.7	64	20.13	7.8	-4.8	9	2018/9/23 12:00	4.5
24	1007.9	1008.3	1011.1	2018/9/24 00:01	1005.8	2018/9/24 15:17	29.1	33.3	2018/9/24 15:23	26.5	2018/9/24 07:27	24.2	75	65	2018/9/24 15:42	2	160	10.5	320	2018/9/24 13:45	5	0.7	4	2018/9/24 07:08	5	2018/9/24 07:02	8	66.6	19.88	7.7	5.1	9	2018/9/24 13:00	3.3
25	1005.8	1006.2	1007.1	2018/9/25 08:47	1004.1	2018/9/25 15:43	28.7	31.9	2018/9/25 11:33	26.4	2018/9/25 05:22	23.6	74	69	2018/9/25 08:54	1.7	180	5.7	190	2018/9/25 13:37	T	0.3	T	2018/9/25 16:45	T	2018/9/25 16:45	6.2	51.7	17.09	10	-4.3	9	2018/9/25 12:00	4.1
26	1005.3	1005.7	1006.8	2018/9/26 09:50	1003.4	2018/9/26 15:01	29.1	32.9	2018/9/26 13:54	26.7	2018/9/26 02:55	23.2	71	62	2018/9/26 13:35	2.6	310	8.7	330	2018/9/26 16:51	0	0	0	2018/9/26 00:00	0	2018/9/26 00:00	10.2	85.3	20.19	9.7	7	8	2018/9/26 13:00	3
27	1005.5	1005.9	1006.8	2018/9/27 07:57	1004	2018/9/27 15:12	29	32.5	2018/9/27 12:18	26.4	2018/9/27 05:13	22.7	69	62	2018/9/27 16:54	2.5	320	8.1	320	2018/9/27 15:09	0	0	0	2018/9/27 00:00	0	2018/9/27 00:00	7.6	63.7	16.32	8.3	3.4	8	2018/9/27 13:00	3.9
28	1004.8	1005.1	1006.4	2018/9/28 00:01	1002.7	2018/9/28 15:08	29	33	2018/9/28 12:37	26.3	2018/9/28 04:32	22.4	68	57	2018/9/28 15:06	2.7	360	9	350	2018/9/28 17:33	0	0	0	2018/9/28 00:00	0	2018/9/28 00:00	9.6	80.6	20.92	9.5	6.7	9	2018/9/28 13:00	3.1
29	1004	1004.4	1007.2	2018/9/29 21:51	1001.9	2018/9/29 04:08	28.1	32.9	2018/9/29 13:34	25.2	2018/9/29 05:50	20	62	51	2018/9/29 23:47	4.8	360	16.1	360	2018/9/29 05:50	0	0	0	2018/9/29 00:00	0	2018/9/29 00:00	11	92.5	22.71	11.3	7.2	10	2018/9/29 12:00	2.5
30	1008.7	1009.1	1011.3	2018/9/30 22:04	1006.1	2018/9/30 00:41	27.7	29.7	2018/9/30 12:44	25.8	2018/9/30 06:55	19.7	62	47	2018/9/30 00:35	2.1	210	8.3	360	2018/9/30 00:42	0	0	0	2018/9/30 00:00	0	2018/9/30 00:00	1.3	11	11.73	10.7	3.5	7	2018/9/30 13:00	7.5
