ObsTime	StnPres	SeaPres	StnPresMax	StnPresMaxTime	StnPresMin	StnPresMinTime	Temperature	T Max	T Max Time	T Min	T Min Time	Td dew point	RH	RHMin	RHMinTime	WS	WD	WSGust	WDGust	WGustTime	Precp	PrecpHour	PrecpMax10	PrecpMax10Time	PrecpHrMax	PrecpHrMaxTime	SunShine	SunShineRate	GloblRad	VisbMean	EvapA	UVI Max	UVI Max Time	Cloud Amount
11	1015.3	1015.7	1016.7	2017/12/11 09:08	1013.6	2017/12/11 14:36	21.2	26.2	2017/12/11 11:58	17.5	2017/12/11 03:38	15	68	56	2017/12/11 11:58	1.9	350	5.5	360	2017/12/11 00:01	0	0	0		0		1.5	14	8.52	4.7	2.4	5	2017/12/11 12:00	8.8
12	1016.4	1016.8	1018.5	2017/12/12 09:17	1015	2017/12/12 04:12	21.1	23	2017/12/12 15:55	19.7	2017/12/12 05:03	14.1	65	58	2017/12/12 13:03	2.3	350	11.4	350	2017/12/12 12:58	0	0	0		0		0	0	4.48	7.5	1.3	2	2017/12/12 12:00	10
13	1016	1016.4	1017.5	2017/12/13 09:44	1014.6	2017/12/13 14:45	22.1	26.3	2017/12/13 12:15	18.6	2017/12/13 02:24	16.8	73	61	2017/12/13 12:14	1.9	350	5.2	210	2017/12/13 12:27	0	0	0		0		7.4	69	13.36	6.7	3.5	6	2017/12/13 13:00	7.7
14	1016.5	1016.9	1018.1	2017/12/14 09:16	1015.3	2017/12/14 02:57	22.8	26.2	2017/12/14 11:30	20.2	2017/12/14 06:28	17.5	72	63	2017/12/14 11:30	1.8	360	7.6	330	2017/12/14 14:10	0	0	0		0		6.5	60.7	12.5	7	3.1	6	2017/12/14 12:00	5
15	1017	1017.4	1018.6	2017/12/15 09:13	1015.1	2017/12/15 15:13	22.2	25.9	2017/12/15 11:46	19.3	2017/12/15 06:24	17.5	75	68	2017/12/15 13:21	2.3	360	10.5	360	2017/12/15 18:30	0	0	0		0		8.5	79.3	13.09	6.5	3.1	5	2017/12/15 12:00	2.5
16	1018.1	1018.5	1019.6	2017/12/16 09:04	1015.9	2017/12/16 14:51	20.8	25	2017/12/16 14:07	17.2	2017/12/16 23:43	15.9	74	64	2017/12/16 14:23	3.5	360	10.9	360	2017/12/16 18:06	0	0	0		0		3	28	9.49	6	2.5	4	2017/12/16 14:00	7.8
17	1020.8	1021.2	1022.3	2017/12/17 09:26	1019	2017/12/17 14:32	18.6	23.3	2017/12/17 13:36	16.6	2017/12/17 06:51	11.9	65	56	2017/12/17 14:36	2.7	350	7.7	360	2017/12/17 19:58	0	0	0		0		2.2	20.5	8.82	8.5	3.4	4	2017/12/17 14:00	8.2
18	1019.9	1020.3	1022.3	2017/12/18 08:45	1017.3	2017/12/18 15:14	20	25.3	2017/12/18 13:56	16.5	2017/12/18 06:27	12.9	64	53	2017/12/18 13:40	2.9	350	8.2	350	2017/12/18 07:05	0	0	0		0		4.6	43	12.49	8	2.8	6	2017/12/18 12:00	9.2
19	1020	1020.4	1022.4	2017/12/19 23:38	1017.5	2017/12/19 15:12	19.8	24.8	2017/12/19 12:36	17.2	2017/12/19 04:52	13.2	66	55	2017/12/19 14:08	3.7	360	9.6	360	2017/12/19 06:43	0	0	0		0		3.8	35.5	11.59	8.3	-3.1	5	2017/12/19 12:00	9.5
20	1023.2	1023.6	1024.8	2017/12/20 09:40	1021.2	2017/12/20 14:54	19.1	24.3	2017/12/20 12:42	16.3	2017/12/20 03:24	13.3	69	58	2017/12/20 17:05	2.5	350	9.6	360	2017/12/20 17:40	0.5	0.8	0.5	2017/12/20 03:05	0.5	2017/12/20 02:40	1.9	17.7	10.13	6.3	4.7	5	2017/12/20 13:00	7.5
21	1022.6	1023	1024.6	2017/12/21 08:52	1020.8	2017/12/21 14:36	19.8	23.4	2017/12/21 13:20	15.8	2017/12/21 04:59	13	65	58	2017/12/21 23:27	1.7	20	5.4	280	2017/12/21 13:38	0	0	0		0		8.7	81.3	13.86	8.5	2.2	5	2017/12/21 13:00	3.7
22	1019.4	1019.8	1021.8	2017/12/22 00:05	1017	2017/12/22 15:22	20.7	24.9	2017/12/22 12:08	16.9	2017/12/22 06:50	13.7	64	55	2017/12/22 12:00	1.9	20	7.5	300	2017/12/22 13:26	0	0	0		0		9	84.1	14.15	7.3	3.8	5	2017/12/22 12:00	1.3
23	1016.2	1016.6	1018.3	2017/12/23 00:04	1013.7	2017/12/23 15:01	21.2	25.7	2017/12/23 11:33	17.7	2017/12/23 02:46	15.3	70	57	2017/12/23 10:57	2.4	350	8.3	320	2017/12/23 13:35	0	0	0		0		9.3	86.9	14.82	6.8	3.3	6	2017/12/23 13:00	0
24	1015.3	1015.7	1017.4	2017/12/24 09:18	1012.2	2017/12/24 15:02	22.2	27.7	2017/12/24 14:56	18.5	2017/12/24 04:20	15.3	66	49	2017/12/24 13:55	3.2	360	11.8	350	2017/12/24 12:41	0	0	0		0		5.4	50.4	11.87	5.8	3.6	5	2017/12/24 13:00	7.3
25	1017.2	1017.6	1019	2017/12/25 22:18	1014.9	2017/12/25 02:32	21.3	22.6	2017/12/25 10:43	19.2	2017/12/25 07:25	16.2	73	67	2017/12/25 09:33	1.4	20	4.9	360	2017/12/25 07:06	0	0	0		0		0	0	4.35	4.5	1.4	3	2017/12/25 12:00	9.7
26	1019.1	1019.5	1020.7	2017/12/26 09:07	1017.3	2017/12/26 14:35	22.1	25.4	2017/12/26 14:05	20	2017/12/26 23:58	16.7	72	63	2017/12/26 14:05	1.6	290	6.8	310	2017/12/26 13:43	0	0	0		0		2.8	26.1	9.65	4.3	2.1	4	2017/12/26 13:00	6.3
27	1019.4	1019.8	1020.8	2017/12/27 09:06	1017.4	2017/12/27 15:06	21.7	26.1	2017/12/27 11:54	19	2017/12/27 04:34	15.8	70	59	2017/12/27 13:10	2	350	6.8	310	2017/12/27 14:10	0	0	0		0		4.7	43.9	11.49	6.3	2.9	5	2017/12/27 13:00	5.7
28	1019.1	1019.5	1020.6	2017/12/28 09:17	1017.5	2017/12/28 12:53	22.4	26.2	2017/12/28 11:52	19.9	2017/12/28 06:43	16.6	70	60	2017/12/28 10:31	2	10	7.2	320	2017/12/28 18:03	0	0	0		0		2.7	25.2	10.11	7	2.7	5	2017/12/28 12:00	7.7
29	1019.3	1019.7	1021.5	2017/12/29 08:53	1017.3	2017/12/29 15:04	22.3	26.5	2017/12/29 13:01	19	2017/12/29 06:08	16.7	71	57	2017/12/29 13:01	2.6	340	8.3	360	2017/12/29 04:14	0	0	0		0		8.7	81.1	14.57	5.8	2.2	...		3.2
30	1019.7	1020.1	1021.7	2017/12/30 09:44	1017.4	2017/12/30 15:02	21.8	26.5	2017/12/30 11:58	19.5	2017/12/30 23:03	16.5	72	60	2017/12/30 14:57	2.4	20	8.7	330	2017/12/30 16:27	0	0	0		0		7.3	68.1	13.36	6.8	3.1	...		5.5
31	1018.5	1018.9	1020.7	2017/12/31 09:12	1016.4	2017/12/31 15:20	20.5	25.3	2017/12/31 12:22	18.1	2017/12/31 06:18	14.9	71	62	2017/12/31 16:08	2.8	350	7.6	360	2017/12/31 16:18	0	0	0		0		2.5	23.3	9.75	4	3.8	...		6.7
