"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"11","1019.6","1020.0","1023.2","2018-02-11 23:57","1016.5","2018-02-11 02:29","17.1","20.7","2018-02-11 14:06","14.0","2018-02-11 08:12","11.9","72","62","2018-02-11 16:06","3.0","350","9.3","360","2018-02-11 02:25","3.5","8.4","0.5","2018-02-11 02:03","1.0","2018-02-11 03:49","1.8","16.0","9.90","4.7","-2.7","7","2018-02-11 14:00","9.3"
"12","1023.1","1023.5","1025.6","2018-02-12 09:29","1021.0","2018-02-12 15:58","17.7","22.0","2018-02-12 14:28","14.2","2018-02-12 06:47","10.9","65","57","2018-02-12 16:04","2.2","20","6.2","350","2018-02-12 19:32","0.0","0.0","0.0","","0.0","","4.9","43.5","15.25","6.5","3.4","8","2018-02-12 13:00","6.2"
"13","1022.3","1022.7","1024.6","2018-02-13 09:44","1019.8","2018-02-13 15:10","18.1","21.6","2018-02-13 13:51","14.4","2018-02-13 06:32","10.6","61","57","2018-02-13 09:04","2.2","20","7.1","350","2018-02-13 01:48","0.0","0.0","0.0","","0.0","","8.0","70.8","17.02","6.5","3.6","7","2018-02-13 13:00","3.2"
"14","1018.7","1019.1","1021.7","2018-02-14 08:45","1015.7","2018-02-14 15:39","21.4","26.5","2018-02-14 14:49","15.7","2018-02-14 06:45","13.0","59","46","2018-02-14 13:51","1.8","30","8.1","150","2018-02-14 20:54","0.0","0.0","0.0","","0.0","","10.4","91.9","19.11","9.2","4.7","9","2018-02-14 13:00","3.0"
"15","1015.6","1016.0","1018.0","2018-02-15 09:18","1012.9","2018-02-15 15:41","24.7","31.2","2018-02-15 13:04","19.6","2018-02-15 00:56","16.8","62","47","2018-02-15 13:03","2.2","190","7.1","190","2018-02-15 15:24","0.0","0.0","0.0","","0.0","","10.2","90.0","18.93","12.7","4.3","10","2018-02-15 13:00","1.2"
"16","1013.5","1013.9","1015.2","2018-02-16 00:01","1011.9","2018-02-16 14:51","24.3","27.1","2018-02-16 09:56","22.1","2018-02-16 03:35","18.4","70","56","2018-02-16 08:48","1.4","340","6.5","350","2018-02-16 22:26","0.0","0.0","0.0","","0.0","","0.5","4.4","6.44","10.7","1.4","4","2018-02-16 14:00","7.5"
"17","1015.4","1015.8","1017.4","2018-02-17 22:35","1013.3","2018-02-17 02:27","22.2","25.2","2018-02-17 14:16","19.7","2018-02-17 06:36","16.9","72","66","2018-02-17 14:35","2.2","310","6.3","320","2018-02-17 15:42","0.0","0.0","0.0","","0.0","","4.3","37.8","14.26","4.3","3.7","8","2018-02-17 13:00","6.7"
"18","1016.9","1017.3","1019.1","2018-02-18 08:24","1014.5","2018-02-18 15:11","22.1","26.2","2018-02-18 15:04","18.4","2018-02-18 04:49","16.5","70","60","2018-02-18 15:03","1.8","20","6.0","230","2018-02-18 16:12","0.0","0.0","0.0","","0.0","","8.0","70.2","17.09","5.0","3.4","7","2018-02-18 13:00","4.5"
"19","1015.3","1015.7","1017.6","2018-02-19 08:28","1012.9","2018-02-19 15:51","24.8","29.9","2018-02-19 11:20","20.7","2018-02-19 04:12","16.9","62","47","2018-02-19 11:42","1.7","310","6.6","320","2018-02-19 14:23","0.0","0.0","0.0","","0.0","","6.0","52.6","17.31","8.0","5.0","8","2018-02-19 13:00","5.2"
"20","1013.5","1013.9","1015.5","2018-02-20 09:16","1011.7","2018-02-20 14:46","24.8","28.7","2018-02-20 10:34","21.5","2018-02-20 03:48","18.0","66","57","2018-02-20 09:13","1.9","310","6.8","300","2018-02-20 14:08","0.0","0.0","0.0","","0.0","","8.8","77.0","18.24","6.7","2.2","9","2018-02-20 13:00","4.3"
"21","1012.8","1013.2","1014.6","2018-02-21 23:50","1010.8","2018-02-21 15:13","23.9","28.4","2018-02-21 13:46","21.3","2018-02-21 23:57","17.1","66","54","2018-02-21 14:24","2.5","360","7.6","290","2018-02-21 15:37","0.0","0.0","0.0","","0.0","","9.0","78.6","16.73","5.2","3.4","8","2018-02-21 13:00","7.2"
"22","1015.5","1015.9","1018.3","2018-02-22 22:15","1013.8","2018-02-22 02:50","20.4","24.3","2018-02-22 12:24","17.1","2018-02-22 20:37","14.8","70","63","2018-02-22 14:55","3.2","350","11.9","350","2018-02-22 14:55","T","0.3","T","2018-02-22 15:40","T","2018-02-22 15:40","2.0","17.4","10.15","5.2","-3.5","7","2018-02-22 12:00","8.7"
"23","1017.7","1018.1","1019.5","2018-02-23 22:29","1016.2","2018-02-23 04:01","20.6","24.0","2018-02-23 12:45","17.3","2018-02-23 05:35","15.0","71","64","2018-02-23 12:59","2.4","350","6.6","290","2018-02-23 13:56","0.0","0.0","0.0","","0.0","","6.5","56.6","17.75","5.3","1.5","9","2018-02-23 13:00","5.7"
"24","1018.1","1018.5","1020.6","2018-02-24 10:02","1015.9","2018-02-24 16:52","22.2","26.5","2018-02-24 14:59","20.0","2018-02-24 03:46","16.0","68","58","2018-02-24 14:55","2.1","360","8.0","350","2018-02-24 09:45","0.0","0.0","0.0","","0.0","","1.6","13.9","8.47","4.0","2.6","5","2018-02-24 13:00","8.2"
"25","1016.0","1016.4","1017.7","2018-02-25 00:01","1014.1","2018-02-25 14:07","23.4","28.6","2018-02-25 13:42","19.2","2018-02-25 23:52","16.9","67","54","2018-02-25 11:08","2.6","330","9.4","360","2018-02-25 19:30","0.0","0.0","0.0","","0.0","","7.8","67.6","15.44","6.0","3.3","8","2018-02-25 13:00","6.0"
"26","1017.2","1017.6","1018.9","2018-02-26 22:10","1015.7","2018-02-26 03:44","21.2","25.2","2018-02-26 14:06","17.6","2018-02-26 05:33","15.2","69","62","2018-02-26 14:06","2.3","320","5.8","300","2018-02-26 16:13","0.0","0.0","0.0","","0.0","","6.8","58.8","17.19","4.5","5.8","8","2018-02-26 13:00","5.5"
"27","1016.2","1016.6","1018.9","2018-02-27 09:34","1013.8","2018-02-27 15:52","22.4","28.4","2018-02-27 13:12","19.0","2018-02-27 04:53","15.5","65","51","2018-02-27 13:12","2.8","360","8.9","310","2018-02-27 14:21","0.0","0.0","0.0","","0.0","","9.4","81.2","19.56","5.5","2.5","9","2018-02-27 13:00","3.3"
"28","1012.8","1013.2","1015.0","2018-02-28 00:01","1011.4","2018-02-28 16:36","24.5","29.5","2018-02-28 12:36","21.1","2018-02-28 06:53","17.8","66","58","2018-02-28 12:34","1.8","30","7.1","360","2018-02-28 17:28","0.0","0.0","0.0","","0.0","","3.7","31.9","13.15","5.3","3.8","6","2018-02-28 11:00","7.2"
