stno: Observation's Number (Length: 6 digits)
yyyymmddhh: UTC Time, yyyy: year, mm: month, dd: day, hh: hour (Length: 11 digits)
Si: Significant Code (Length: 3 digits)
Press: Pressure (Uint: hpa, Length: 7 digits)
Heigh: Geopotential Height (Unit: gpm, Length: 6 digits)
Tx: Temperature (Unit: degrees Celsius, Length: 6 digits)
Td: Dew Point (Unit: degrees Celsius, Length: 6 digits)
Wd: Wind Direction (Unit: degrees 360, Length: 4 digits)
Ws: Wind Speed (Unit: m/s, Length: 6 digits)
RH: Relative Humidity (Unit: %, Length: 4 digits)
-----------------------------------------------------------
  stno yyyymmddhh Si  Press Heigh    Tx    Td  Wd    Ws  RH
466920 2018100112 06   40.9 21989 -60.8 -88.7 132   5.1   1
466920 2018100112 06   38.4 22380 -60.5 -88.2 103   6.0   1
466920 2018100112 06   37.0 22628 -60.9 -88.6 110   6.5   1
466920 2018100112 02   36.9 22639 -60.9 -88.6 110   6.5   1
466920 2018100112 06   35.6 22859 -59.0 -88.1  90   5.6   1
466920 2018100112 06   34.6 23042 -57.9 -87.5 107   5.0   1
466920 2018100112 04   34.1 23136 -57.7 -87.5  84   3.5   1
466920 2018100112 06   33.6 23226 -56.8 -86.9  60   5.1   1
466920 2018100112 02   31.7 23582 -55.4 -86.0  73  10.7   1
466920 2018100112 06   30.3 23884 -56.2 -86.1  80  14.4   1
466920 2018100112 10   30.0 23943 -56.0 -86.1  81  14.0   1
466920 2018100112 06   28.7 24213 -56.2 -86.0  73  10.5   1
466920 2018100112 06   27.2 24564 -56.8 -86.3 118  10.8   1
466920 2018100112 02   26.9 24626 -56.9 -86.5 119  10.4   1
466920 2018100112 06   26.8 24663 -56.6 -86.3 117  10.0   1
466920 2018100112 06   25.7 24931 -56.5 -86.3  77  10.9   1
466920 2018100112 06   24.5 25220 -56.5 -86.3 100  10.3   1
466920 2018100112 06   23.9 25385 -55.9 -86.3  92  11.1   1
466920 2018100112 06   22.7 25714 -54.1 -85.6 106   7.3   1
466920 2018100112 04   21.9 25939 -52.4 -84.6  95   6.6   1
466920 2018100112 06   21.0 26230 -52.8 -84.1  61  11.1   1
466920 2018100112 10   20.0 26532 -53.2 -84.5  73  13.3   1
466920 2018100112 06   18.9 26898 -53.4 -84.6  88  12.9   1
466920 2018100112 04   17.9 27259 -52.4 -84.5  75  20.5   1
466920 2018100112 06   16.9 27629 -51.1 -83.8  70  16.2   1
466920 2018100112 04   16.0 27964 -51.3 -83.5  79  15.9   1
466920 2018100112 06   15.2 28320 -49.5 -83.0  76  21.8   1
466920 2018100112 06   14.7 28548 -48.8 -82.6  75  21.6   1
466920 2018100112 06   14.0 28864 -47.3 -82.0  99  19.2   0
466920 2018100112 06   11.6 30075 -45.5 -81.0  92  11.3   0
466920 2018100112 06   11.1 30416 -44.8 -80.6  74   7.5   0
466920 2018100112 02   10.9 30535 -44.6 -80.4  78   8.5   0
466920 2018100112 06   10.2 30921 -45.8 -80.8  98  14.7   1
466920 2018100112 12   10.0 31086 -46.1 -81.2 103  12.2   0
466920 2018100112 06    9.9 31157 -45.6 -81.3 103  10.4   0
466920 2018100112 06    9.6 31327 -43.4 -80.6  88   7.9   0
466920 2018100112 06    9.1 31707 -42.7 -79.7  92  12.8   0
466920 2018100112 06    8.8 31912 -41.8 -79.4  91   9.0   0
466920 2018100112 06    8.6 32097 -40.7 -79.1  55   5.2   0
466920 2018100112 06    8.3 32349 -39.9 -78.5  49   6.4   0
466920 2018100112 02    8.1 32466 -39.0 -78.0  19   5.7   0
466920 2018100112 06    8.1 32491 -39.2 -78.0  14   5.9   0
466920 2018100112 20    8.0 32643 -40.0 -78.5  11   5.4   0
466920 2018100200 01 1016.1 00011  22.9  15.5  57   2.3  63
466920 2018100200 06 1003.3 00122  22.2  14.6 104   5.1  61
466920 2018100200 10 1000.0 00148  21.9  14.5 103   6.3  62
466920 2018100200 06  937.0 00710  17.5  12.7  67  11.1  73
466920 2018100200 10  925.0 00821  16.4  12.4  71  10.7  76
466920 2018100200 06  911.7 00945  15.2  12.1  78  11.9  81
466920 2018100200 02  874.9 01291  11.9  11.4  64  11.1  96
466920 2018100200 06  860.0 01437  11.3   7.9  56  11.3  79
466920 2018100200 02  859.4 01441  11.3   7.3  56  11.2  76
466920 2018100200 10  850.0 01533  11.8   1.9  58   8.6  50
466920 2018100200 02  839.4 01638  12.3  -1.9  69   8.0  37
466920 2018100200 06  827.5 01758  11.4  -1.7  84   8.1  40
466920 2018100200 02  805.7 01980   9.3   2.4  73   6.6  61
466920 2018100200 02  798.5 02057  10.5  -0.8  63   6.3  45
466920 2018100200 02  794.2 02100  11.6 -23.6  61   5.9   6
466920 2018100200 02  793.6 02107  11.6 -22.7  61   5.8   7
466920 2018100200 06  789.2 02154  11.6 -20.9  63   5.0   8
466920 2018100200 02  783.7 02210  11.2 -20.9  55   3.5   8
466920 2018100200 02  775.1 02302  13.4  -7.4   8   3.8  22
466920 2018100200 06  769.0 02369  13.1  -6.2   4   5.1  25
466920 2018100200 06  754.3 02531  12.1  -5.2   0   8.0  29
466920 2018100200 06  720.5 02914  10.7  -8.8 293   5.0  24
466920 2018100200 10  700.0 03154   8.6  -9.6 288   2.7  26
466920 2018100200 04  694.8 03215   8.0 -10.0 275   2.4  26
466920 2018100200 06  676.3 03437   6.5 -11.1 316   6.0  27
466920 2018100200 02  669.7 03516   6.1  -7.6 305   4.6  36
466920 2018100200 02  660.9 03626   7.1 -21.0 268   2.6  11
466920 2018100200 06  633.2 03976   6.0 -41.6 268   5.1   1
466920 2018100200 02  619.6 04154   5.5 -42.9 252   4.6   1
466920 2018100200 02  609.9 04281   5.4 -24.7 230   4.4   9
466920 2018100200 02  599.2 04428   4.0  -4.9 271   5.2  52
466920 2018100200 06  593.0 04513   3.2  -5.0 275   6.2  54
466920 2018100200 06  577.6 04725   1.1  -4.6 252   5.0  65
466920 2018100200 02  575.8 04748   0.9  -4.6 249   4.9  66
466920 2018100200 02  551.3 05098  -2.4  -5.4 244   4.0  79
466920 2018100200 06  538.0 05292  -3.9  -9.1 250   5.2  66
466920 2018100200 02  527.9 05439  -4.7  -9.2 274   5.1  70
466920 2018100200 06  516.8 05608  -4.7 -10.5 303   5.1  63
466920 2018100200 10  500.0 05867  -6.1 -12.0 318   8.8  63
466920 2018100200 06  498.2 05895  -6.4 -11.5 320   8.7  66
466920 2018100200 02  493.3 05971  -6.9 -11.2 313   8.6  71
466920 2018100200 06  473.9 06283  -8.0 -18.0 281   9.1  44
466920 2018100200 02  471.6 06323  -8.1 -18.1 280   9.3  44
466920 2018100200 02  454.1 06615 -10.3 -17.7 279  10.4  54
466920 2018100200 02  448.5 06713  -9.8 -24.4 273  11.2  29
466920 2018100200 02  437.2 06907 -10.8 -26.2 277  12.9  27
466920 2018100200 06  419.3 07224 -13.5 -23.7 282  12.2  41
466920 2018100200 02  415.5 07298 -14.0 -22.9 280  12.3  47
466920 2018100200 10  400.0 07584 -14.7 -30.8 272  13.9  24
466920 2018100200 02  393.8 07701 -15.1 -31.8 265  10.9  22
466920 2018100200 06  391.0 07755 -15.6 -31.4 262  10.2  24
466920 2018100200 06  381.4 07941 -17.3 -32.3 272   9.5  26
466920 2018100200 02  324.0 09141 -27.8 -35.0 268  14.0  50
466920 2018100200 02  321.7 09194 -27.9 -40.3 267  13.9  29
466920 2018100200 02  305.1 09573 -29.8 -48.2 265  14.6  15
466920 2018100200 10  300.0 09691 -30.3 -47.2 263  15.6  17
466920 2018100200 02  289.5 09944 -31.7 -51.7 259  17.1  12
466920 2018100200 06  287.1 10001 -32.2 -51.8 258  17.0  12
466920 2018100200 06  273.0 10356 -35.1 -63.1 269  17.3   4
466920 2018100200 02  271.4 10398 -35.5 -65.3 269  17.6   3
466920 2018100200 10  250.0 10962 -40.5 -56.7 263  18.5  16
466920 2018100200 06  238.3 11285 -43.4 -61.3 256  18.6  12
466920 2018100200 04  223.5 11712 -47.2 -60.1 263  21.0  22
466920 2018100200 02  217.5 11893 -49.0 -60.7 270  19.2  24
466920 2018100200 02  213.8 12007 -49.2 -81.9 272  18.0   1
466920 2018100200 02  208.3 12177 -49.4 -75.8 272  17.4   3
466920 2018100200 10  200.0 12443 -51.8 -75.8 269  17.0   4
466920 2018100200 06  191.2 12730 -54.1 -75.1 277  17.7   6
466920 2018100200 06  176.3 13250 -57.5 -80.0 274  15.4   4
466920 2018100200 06  153.3 14116 -63.1 -80.7 236  17.9   8
466920 2018100200 10  150.0 14253 -63.8 -81.9 239  17.1   7
466920 2018100200 02  129.6 15132 -70.2 -82.2 263  15.4  16
466920 2018100200 06  124.4 15376 -71.6 -83.1 271  14.1  17
466920 2018100200 06  118.3 15673 -73.8 -82.9 262  12.1  24
466920 2018100200 02  110.7 16056 -75.9 -82.5 271  12.6  36
466920 2018100200 06  108.2 16191 -76.4 -84.1 276  12.2  30
466920 2018100200 12  100.0 16642 -77.7 -87.0 255  11.4  22
466920 2018100200 03   97.1 16810 -79.0 -87.4 255  12.2  25
466920 2018100200 04   92.4 17089 -78.8 -87.1 279  12.8  26
466920 2018100200 06   88.6 17329 -77.2 -86.5 285   8.2  23
466920 2018100200 06   84.7 17586 -75.6 -86.9 278   5.7  17
466920 2018100200 06   83.7 17655 -74.3 -86.3 268   5.1  15
466920 2018100200 02   83.6 17666 -74.2 -86.3 266   5.0  15
466920 2018100200 06   80.6 17880 -75.4 -87.3 184   5.1  15
466920 2018100200 06   79.4 17966 -75.9 -87.6 179   6.6  15
466920 2018100200 06   77.9 18078 -75.8 -87.6 194   5.1  15
466920 2018100200 04   76.4 18187 -75.4 -87.7 244   3.5  14
466920 2018100200 02   73.1 18446 -74.6 -88.7 352   4.4  10
466920 2018100200 06   70.8 18634 -72.2 -88.8  48   5.1   7
466920 2018100200 10   70.0 18698 -72.2 -89.2  52   6.9   6
466920 2018100200 06   69.1 18777 -71.3 -89.4  61   7.2   5
466920 2018100200 06   66.5 19003 -70.4 -90.7 121   5.1   4
466920 2018100200 02   65.5 19093 -68.0 -90.1 125   7.0   3
466920 2018100200 04   62.4 19381 -68.8 -90.8 113  10.6   3
466920 2018100200 02   62.3 19398 -68.9 -90.9 113  10.6   3
466920 2018100200 06   59.0 19717 -68.6 -90.8 116   4.0   3
466920 2018100200 04   56.4 19989 -66.8 -91.1 134  11.9   2
466920 2018100200 04   56.3 19997 -66.7 -91.1 135  11.9   2
466920 2018100200 06   53.0 20369 -64.1 -91.3 158   5.7   1
466920 2018100200 02   52.4 20432 -63.3 -90.8 158   4.6   1
466920 2018100200 04   50.6 20647 -63.1 -90.6 159   1.2   1
466920 2018100200 10   50.0 20727 -62.6 -90.2 143   1.3   1
466920 2018100200 04   45.1 21359 -62.6 -90.5 106   0.9   1
466920 2018100200 06   42.4 21749 -60.5 -89.8  88   5.0   1
466920 2018100200 04   41.3 21902 -60.6 -89.6  94   8.1   1
466920 2018100200 06   38.9 22283 -60.4 -89.4 104   7.5   1
466920 2018100200 06   37.1 22569 -59.6 -89.3  71   5.8   1
466920 2018100200 02   36.3 22703 -59.3 -88.9  72   8.0   1
466920 2018100200 06   30.7 23765 -57.1 -88.3 100   4.4   1
466920 2018100200 10   30.0 23911 -56.8 -87.9  89   6.0   1
466920 2018100200 06   27.3 24504 -55.6 -87.1  80  11.7   1
466920 2018100200 06   26.4 24729 -55.9 -87.1 100  13.9   1
466920 2018100200 06   25.7 24882 -54.8 -87.0  95  15.9   1
466920 2018100200 10   20.0 26503 -53.6 -86.2 101  10.8   1
466920 2018100200 06   19.5 26658 -53.2 -85.9 104  12.3   1
466920 2018100200 06   18.7 26932 -53.1 -85.7  82  11.7   1
466920 2018100200 04   18.1 27151 -53.1 -85.8  90  10.7   1
466920 2018100200 06   16.2 27878 -50.9 -84.7 102  19.3   0
466920 2018100200 06   14.6 28548 -49.6 -84.3 125   9.8   0
466920 2018100200 06   13.6 28996 -49.2 -84.1  75   8.4   0
466920 2018100200 02   12.5 29547 -49.0 -84.0  81  14.8   0
466920 2018100200 06   12.3 29661 -49.2 -83.9  82  15.5   0
466920 2018100200 02   12.0 29833 -49.6 -84.1  96  14.0   0
466920 2018100200 06   11.2 30299 -47.0 -83.5 110  14.3   0
466920 2018100200 02   10.4 30763 -42.8 -82.0  68  16.0   0
466920 2018100200 06   10.3 30836 -42.6 -81.8  68  16.5   0
466920 2018100200 10   10.0 31041 -42.4 -81.2  76  13.6   0
466920 2018100200 06    9.6 31292 -42.6 -81.3 105  11.1   0
466920 2018100200 02    9.5 31381 -42.3 -81.2 104  11.1   0
466920 2018100200 06    9.2 31586 -43.3 -81.3  88  11.7   0
466920 2018100200 06    8.2 32391 -43.7 -81.9 102  13.8   0
466920 2018100200 20    7.8 32730 -42.2 -81.4 126   9.7   0
466920 2018100212 01 1015.8 00011  23.9  15.4  60   1.8  59
466920 2018100212 10 1000.0 00148  22.7  14.6 105   3.5  60
466920 2018100212 06  995.3 00190  22.3  14.6 102   5.1  61
466920 2018100212 06  977.6 00344  21.1  14.4  72   7.8  65
466920 2018100212 10  925.0 00820  16.7  13.8  69  10.5  83
466920 2018100212 04  892.4 01124  14.0  12.7  68  12.4  91
466920 2018100212 02  890.6 01144  13.9  12.8  68  12.4  93
466920 2018100212 02  869.1 01349  12.3  11.7  63  11.7  95
466920 2018100212 06  858.9 01447  12.2  10.1  56  10.2  87
466920 2018100212 10  850.0 01536  11.6   9.6  64   9.5  87
466920 2018100212 06  840.9 01623  11.0   9.0  76  10.4  87
466920 2018100212 06  818.9 01847   9.2   8.5  57  10.7  95
466920 2018100212 02  817.2 01866   9.0   7.7  56  10.6  91
466920 2018100212 06  794.8 02095  11.9 -15.5  60   5.3  13
466920 2018100212 02  792.8 02116  12.6 -20.5  58   4.9   8
466920 2018100212 02  787.5 02174  12.9  -9.8  50   4.3  19
466920 2018100212 02  759.2 02478  12.0  -2.7   7   5.0  35
466920 2018100212 06  737.3 02722  10.5  -7.2 346   6.3  28
466920 2018100212 06  727.5 02835   9.6  -5.5 357   5.6  33
466920 2018100212 02  723.2 02883   9.1  -4.1 352   5.7  39
466920 2018100212 06  712.0 03011   8.4  -9.1 339   6.8  27
466920 2018100212 10  700.0 03153   7.6 -10.3 344   6.1  26
466920 2018100212 06  688.0 03293   6.9  -9.4 352   5.5  30
466920 2018100212 02  676.6 03431   6.6  -7.3 342   4.0  36
466920 2018100212 04  665.1 03574   6.1 -12.3 322   3.8  25
466920 2018100212 02  660.4 03631   5.7 -12.5 305   4.1  25
466920 2018100212 06  654.7 03700   6.0 -22.0 297   5.0  11
466920 2018100212 02  650.2 03758   6.6 -36.6 298   5.3   2
466920 2018100212 02  635.0 03951   5.4 -29.8 300   4.6   5
466920 2018100212 02  616.5 04191   4.9  -2.1 272   6.7  60
466920 2018100212 06  612.3 04247   4.6  -2.9 270   6.9  57
