stno: Observation's Number (Length: 6 digits)
yyyymmddhh: UTC Time, yyyy: year, mm: month, dd: day, hh: hour (Length: 11 digits)
Si: Significant Code (Length: 3 digits)
Press: Pressure (Uint: hpa, Length: 7 digits)
Heigh: Geopotential Height (Unit: gpm, Length: 6 digits)
Tx: Temperature (Unit: degrees Celsius, Length: 6 digits)
Td: Dew Point (Unit: degrees Celsius, Length: 6 digits)
Wd: Wind Direction (Unit: degrees 360, Length: 4 digits)
Ws: Wind Speed (Unit: m/s, Length: 6 digits)
RH: Relative Humidity (Unit: %, Length: 4 digits)
-----------------------------------------------------------
  stno yyyymmddhh Si  Press Heigh    Tx    Td  Wd    Ws  RH
-----------------------------------------------------------
466920 2018090100 01 1010.6 00011  26.0  22.5 206   0.7  81
466920 2018090100 10 1000.0 00104  24.8  22.7 128   0.6  88
466920 2018090100 10  925.0 00788  22.5  19.7 253   3.3  84
466920 2018090100 10  850.0 01522  19.2  12.8 262   2.9  66
466920 2018090100 02  845.7 01565  19.2  11.6 252   3.6  61
466920 2018090100 02  821.5 01815  17.9  11.5 248   5.0  66
466920 2018090100 06  749.4 02594  11.8   7.9 253   6.4  77
466920 2018090100 06  739.3 02709  10.8   7.7 263   5.1  81
466920 2018090100 02  718.3 02948   8.6   7.9 242   5.3  95
466920 2018090100 02  714.9 02987   8.6   8.6 234   5.1 100
466920 2018090100 06  713.2 03007   8.6   8.6 230   5.0 100
466920 2018090100 10  700.0 03162   8.5   7.6 202   3.4  94
466920 2018090100 02  670.3 03522   6.6   5.9 188   4.0  95
466920 2018090100 02  666.7 03564   6.9   4.5 198   3.3  84
466920 2018090100 02  623.4 04114   2.8   2.7 192   1.5  99
466920 2018090100 02  618.1 04183   3.8   1.2 165   0.9  82
466920 2018090100 02  605.8 04345   3.5  -0.9 212   1.3  72
466920 2018090100 02  578.5 04722   1.1  -1.6 180   3.2  82
466920 2018090100 02  533.6 05367  -1.4  -7.4  90   1.6  63
466920 2018090100 02  523.3 05521  -2.1  -7.0  88   1.8  68
466920 2018090100 10  500.0 05882  -4.4  -8.9 344   3.0  70
466920 2018090100 04  472.3 06332  -8.0 -10.6 185   0.1  81
466920 2018090100 02  466.7 06423  -8.7 -10.7 164   1.0  85
466920 2018090100 02  447.0 06759  -9.7 -16.4  12   4.5  58
466920 2018090100 06  445.7 06778  -9.5 -23.7  14   5.1  30
466920 2018090100 02  444.5 06798  -9.1 -29.2  15   5.5  17
466920 2018090100 06  426.8 07112 -10.6 -31.9  44   5.1  15
466920 2018090100 06  418.8 07258 -11.4 -23.5  19   6.8  36
466920 2018090100 02  408.6 07448 -12.2 -25.2  10   4.7  33
466920 2018090100 10  400.0 07608 -13.7 -23.5  15   5.0  43
466920 2018090100 02  369.0 08215 -19.3 -24.4   8   2.3  64
466920 2018090100 06  353.8 08529 -21.9 -28.9  19   5.0  52
466920 2018090100 02  342.7 08760 -23.8 -34.7  45   4.9  35
466920 2018090100 06  341.4 08788 -24.0 -34.6  47   5.0  37
466920 2018090100 06  333.3 08964 -25.7 -35.2  43   5.1  40
466920 2018090100 06  321.9 09213 -28.2 -36.0  68   5.0  47
466920 2018090100 02  321.6 09219 -28.2 -36.0  68   5.1  47
466920 2018090100 02  315.2 09363 -29.2 -43.7  53   8.1  23
466920 2018090100 02  312.2 09432 -28.3 -49.2  51   9.9  11
466920 2018090100 06  303.2 09641 -29.2 -54.8  49  11.5   6
466920 2018090100 10  300.0 09717 -29.6 -57.7  46  11.1   4
466920 2018090100 02  296.7 09795 -30.0 -58.6  44  10.6   4
466920 2018090100 02  296.5 09801 -30.1 -58.6  44  10.5   4
466920 2018090100 02  266.8 10540 -36.7 -58.6  54   9.8   8
466920 2018090100 04  258.8 10750 -38.1 -61.9  58   8.4   6
466920 2018090100 10  250.0 10988 -39.5 -67.4  59  11.9   3
466920 2018090100 02  226.6 11652 -44.2 -72.1  47  16.8   3
466920 2018090100 02  201.2 12441 -50.4 -68.0  54  20.8  11
466920 2018090100 10  200.0 12479 -50.7 -69.0  55  21.1  10
466920 2018090100 04  198.6 12524 -50.9 -69.1  55  21.2  10
466920 2018090100 02  177.8 13235 -56.2 -75.7  63  20.1   7
466920 2018090100 10  150.0 14300 -62.8 -79.3  67  17.8   9
466920 2018090100 06  136.6 14872 -66.4 -82.0  71  15.8  10
466920 2018090100 04  125.2 15395 -69.1 -84.5  60  13.5   9
466920 2018090100 02  116.8 15811 -71.0 -85.5  49  17.1  10
466920 2018090100 06  105.6 16397 -75.7 -86.7  37  21.5  17
466920 2018090100 02  105.3 16415 -75.8 -86.8  36  21.7  17
466920 2018090100 12  100.0 16712 -76.1 -86.7  51  20.0  18
466920 2018090100 03   97.3 16868 -77.4 -86.9  53  18.7  22
466920 2018090100 06   88.8 17400 -76.1 -87.2  49  19.7  17
466920 2018090100 06   82.6 17819 -74.4 -87.1  74  16.3  13
466920 2018090100 02   80.5 17968 -74.1 -88.0  73  13.7  11
466920 2018090100 06   77.1 18222 -71.2 -89.7  75  11.3   5
466920 2018090100 02   75.6 18339 -68.8 -90.8  89  11.7   3
466920 2018090100 06   73.2 18527 -69.4 -90.6 102   9.8   3
466920 2018090100 10   70.0 18795 -67.5 -90.5  95  10.8   2
466920 2018090100 06   69.0 18880 -66.5 -90.5  92   9.6   2
466920 2018090100 02   68.7 18910 -66.4 -90.3  90   8.9   2
466920 2018090100 04   67.3 19029 -67.1 -90.2  77   7.1   2
466920 2018090100 06   63.8 19358 -67.1 -90.5  47  11.5   2
466920 2018090100 06   61.3 19597 -68.2 -90.4  39  14.8   3
466920 2018090100 02   60.5 19677 -68.4 -90.8  48  15.6   3
466920 2018090100 06   58.5 19874 -67.9 -91.1  76  15.6   2
466920 2018090100 06   54.9 20261 -66.2 -91.1  61  23.5   2
466920 2018090100 10   50.0 20829 -64.4 -91.1  85  22.7   1
466920 2018090100 04   48.6 21010 -63.5 -90.8  94  24.4   1
466920 2018090100 06   47.6 21136 -62.8 -90.5 101  21.9   1
466920 2018090100 06   44.6 21528 -60.4 -89.6  96  17.4   1
466920 2018090100 04   43.8 21640 -60.6 -89.6  85  14.6   1
466920 2018090100 06   43.1 21745 -59.8 -89.3  75  15.7   1
466920 2018090100 06   39.5 22294 -57.2 -88.2  88  18.9   1
466920 2018090100 06   36.6 22784 -57.2 -87.5  76  19.9   1
466920 2018090100 02   33.4 23360 -55.1 -87.2  91  22.8   1
466920 2018090100 04   32.4 23559 -55.9 -86.8  92  25.3   1
466920 2018090100 02   30.2 24004 -56.5 -87.3 113  21.1   1
466920 2018090100 16   30.0 24039 -56.4 -87.3 114  21.3   1
466920 2018090100 06   25.7 25044 -52.2 -85.4  96  15.5   0
466920 2018090100 10   20.0 26658 -50.0 -84.5  99  23.3   0
466920 2018090100 06   19.0 26984 -49.1 -84.4  96  24.0   0
466920 2018090100 06   18.0 27343 -47.5 -83.7  84  18.4   0
466920 2018090100 06   17.2 27666 -46.6 -83.1  95  18.8   0
466920 2018090100 04   16.6 27890 -45.7 -82.9  70  14.0   0
466920 2018090100 06   16.4 27952 -45.4 -82.8  63  14.3   0
466920 2018090100 02   15.9 28189 -44.9 -82.4  53  14.3   0
466920 2018090100 06   15.2 28451 -46.2 -82.5  41  16.5   0
466920 2018090100 03   14.1 28961 -48.6 -83.5  52  17.1   0
466920 2018090100 06   13.6 29201 -48.5 -83.7  52  19.1   0
466920 2018090100 02   12.9 29572 -48.8 -83.9  79  22.3   0
466920 2018090100 04   12.2 29914 -45.8 -83.4 116  24.2   0
466920 2018090100 02   12.0 30046 -45.6 -82.7 127  23.2   0
466920 2018090100 06   12.0 30055 -45.6 -82.6 128  23.1   0
466920 2018090100 06   11.4 30382 -47.3 -82.9 129  17.9   0
466920 2018090100 04   10.8 30716 -48.2 -83.3 100  15.4   0
466920 2018090100 06   10.5 30901 -48.7 -83.6  82  16.9   0
466920 2018090100 02   10.4 30999 -49.0 -83.8  77  18.4   0
466920 2018090100 20    9.9 31302 -49.2 -83.8  73  23.4   0
466920 2018090112 01 1008.5 00011  26.8  23.1 205   0.9  80
466920 2018090112 10 1000.0 00085  26.4  23.2 204   1.4  82
466920 2018090112 02  926.7 00757  24.2  18.5 179   4.1  70
466920 2018090112 10  925.0 00773  23.9  18.6 178   4.0  72
466920 2018090112 06  893.2 01079  21.6  18.2 160   5.0  80
466920 2018090112 10  850.0 01510  18.4  16.3 177   2.8  87
