stno: Observation's Number (Length: 6 digits)
yyyymmddhh: UTC Time, yyyy: year, mm: month, dd: day, hh: hour (Length: 11 digits)
Si: Significant Code (Length: 3 digits)
Press: Pressure (Uint: hpa, Length: 7 digits)
Heigh: Geopotential Height (Unit: gpm, Length: 6 digits)
Tx: Temperature (Unit: degrees Celsius, Length: 6 digits)
Td: Dew Point (Unit: degrees Celsius, Length: 6 digits)
Wd: Wind Direction (Unit: degrees 360, Length: 4 digits)
Ws: Wind Speed (Unit: m/s, Length: 6 digits)
RH: Relative Humidity (Unit: %, Length: 4 digits)
-----------------------------------------------------------
  stno yyyymmddhh Si  Press Heigh    Tx    Td  Wd    Ws  RH
466920 2018070200 06  942.9 00543  24.5  21.5 258  11.7  83
466920 2018070200 02  937.3 00598  23.9  21.2 258  12.9  84
466920 2018070200 10  925.0 00711  24.3  20.1 254  15.8  77
466920 2018070200 02  922.2 00739  23.4  20.2 255  16.8  82
466920 2018070200 02  919.5 00768  24.1  19.3 255  17.7  74
466920 2018070200 04  913.9 00819  23.5  19.3 253  18.6  77
466920 2018070200 06  866.8 01282  21.7  16.5 246  15.8  72
466920 2018070200 10  850.0 01450  20.8  16.6 261  12.7  77
466920 2018070200 06  784.2 02145  16.4  12.8 303   8.9  79
466920 2018070200 02  767.8 02326  16.0   9.4 308   9.9  64
466920 2018070200 06  762.2 02387  15.5   9.5 306  10.5  67
466920 2018070200 06  733.4 02713  13.5   7.8 279   8.7  68
466920 2018070200 10  700.0 03105  11.3   7.2 273   3.2  75
466920 2018070200 04  685.6 03279  10.2   7.3 271   3.0  82
466920 2018070200 02  669.4 03479   8.6   6.3 278   4.7  85
466920 2018070200 06  651.5 03703   7.8   4.0 266   5.6  76
466920 2018070200 02  631.3 03962   6.9   1.9 271   7.8  70
466920 2018070200 06  611.2 04227   5.1   0.1 275   6.8  70
466920 2018070200 06  593.4 04468   3.2  -1.2 254   6.6  72
466920 2018070200 02  572.5 04758   1.6  -4.3 274   6.1  64
466920 2018070200 06  558.1 04962  -0.1  -2.9 285   5.2  81
466920 2018070200 02  548.2 05107  -1.4  -1.9 284   5.8  96
466920 2018070200 02  541.1 05211  -0.1  -5.5 267   7.2  66
466920 2018070200 02  532.6 05337  -0.7  -8.4 256   7.2  55
466920 2018070200 06  518.9 05545  -2.3  -7.9 242   9.7  65
466920 2018070200 06  510.6 05672  -2.9  -5.5 246  10.3  82
466920 2018070200 02  506.5 05739  -3.4  -5.6 246  10.1  84
466920 2018070200 10  500.0 05840  -3.3  -5.2 248   9.6  86
466920 2018070200 06  499.1 05855  -3.4  -5.2 248   9.6  87
466920 2018070200 02  489.0 06016  -2.6  -7.9 231   6.5  66
466920 2018070200 06  486.3 06060  -2.9  -7.9 231   5.1  68
466920 2018070200 04  466.0 06398  -5.1  -9.2 163   0.6  72
466920 2018070200 02  452.9 06620  -6.2 -12.1  81   2.3  62
466920 2018070200 06  410.6 07381 -12.0 -12.7 297   5.8  94
466920 2018070200 02  405.8 07470 -12.3 -13.5 307   7.0  90
466920 2018070200 10  400.0 07580 -11.2 -16.9 323   7.9  62
466920 2018070200 02  399.6 07589 -11.2 -17.1 324   7.9  61
466920 2018070200 02  393.0 07716 -12.0 -21.3 341   8.5  45
466920 2018070200 06  390.9 07756 -12.4 -21.3 346   8.1  47
466920 2018070200 02  376.1 08050 -14.8 -27.5 354   7.7  33
466920 2018070200 06  358.7 08407 -17.2 -33.1   6   7.5  23
466920 2018070200 02  353.9 08508 -18.1 -34.3   4   7.7  22
466920 2018070200 02  343.1 08740 -20.2 -34.3   3   6.7  27
466920 2018070200 06  340.8 08788 -20.9 -26.1   5   5.7  63
466920 2018070200 02  331.5 08990 -22.9 -28.5 342   8.0  60
466920 2018070200 02  329.3 09040 -22.3 -27.2 333   8.2  64
466920 2018070200 06  327.2 09095 -22.6 -27.0 324   8.6  67
466920 2018070200 06  323.8 09164 -23.0 -27.0 286   7.3  70
466920 2018070200 02  322.3 09198 -23.4 -27.3 280   7.3  70
466920 2018070200 10  300.0 09719 -26.7 -30.3 284  11.4  71
466920 2018070200 02  267.5 10535 -32.9 -38.7 297  11.9  55
466920 2018070200 04  257.5 10803 -35.1 -40.3 299  13.6  59
466920 2018070200 10  250.0 11008 -37.0 -42.0 304  13.2  60
466920 2018070200 06  243.1 11199 -38.6 -43.7 305  13.2  58
466920 2018070200 06  215.0 12030 -46.4 -50.1 302  11.8  65
466920 2018070200 02  213.7 12072 -46.8 -50.2 301  11.7  68
466920 2018070200 02  204.4 12364 -49.4 -53.9 286  11.9  59
466920 2018070200 02  202.9 12412 -49.8 -55.9 284  11.9  48
466920 2018070200 10  200.0 12507 -50.6 -55.8 281  11.9  54
466920 2018070200 06  197.9 12574 -51.2 -55.7 280  11.6  59
466920 2018070200 06  178.2 13248 -57.2 -61.4 288  11.5  59
466920 2018070200 02  172.4 13455 -59.2 -62.4 304  11.2  66
466920 2018070200 06  170.7 13519 -59.9 -63.3 306  11.2  64
466920 2018070200 06  160.9 13883 -63.1 -68.9 296  10.8  46
466920 2018070200 02  157.9 13996 -63.8 -71.0 301   6.9  38
466920 2018070200 04  155.0 14111 -63.7 -71.7 348   2.8  33
466920 2018070200 10  150.0 14311 -64.4 -74.6  41   4.0  24
466920 2018070200 02  148.9 14356 -64.9 -75.4  38   3.7  23
466920 2018070200 02  137.8 14824 -69.2 -75.0 100   4.2  44
466920 2018070200 04  134.3 14979 -69.7 -78.1  40   1.5  29
466920 2018070200 02  133.2 15029 -69.7 -78.8 343   2.0  26
466920 2018070200 02  126.3 15341 -71.0 -77.2 334   3.8  40
466920 2018070200 06  123.2 15496 -71.7 -80.8  15   7.8  25
466920 2018070200 02  120.5 15620 -72.3 -84.8   9  10.7  14
466920 2018070200 06  115.0 15895 -73.6 -84.2 357  18.2  19
466920 2018070200 04  111.2 16092 -74.1 -84.4  11  20.6  20
466920 2018070200 06  106.1 16369 -75.4 -85.6  29  17.4  20
466920 2018070200 12  100.0 16706 -75.7 -86.0  73  11.7  20
466920 2018070200 03   94.3 17042 -77.4 -86.8  49  12.4  22
466920 2018070200 06   93.2 17109 -77.3 -87.0  46  12.4  21
466920 2018070200 06   84.1 17702 -75.5 -88.9  54  11.8  11
466920 2018070200 06   80.7 17945 -73.4 -89.5  77  13.2   7
466920 2018070200 06   74.3 18426 -72.3 -90.0  64  18.5   6
466920 2018070200 10   70.0 18780 -72.2 -89.8  88  16.7   6
466920 2018070200 06   69.7 18806 -71.9 -89.7  88  16.4   6
466920 2018070200 02   65.3 19193 -70.1 -90.2  85  15.4   4
466920 2018070200 02   62.6 19442 -70.1 -90.5  79  16.3   4
466920 2018070200 04   60.0 19693 -68.4 -90.4  81  13.4   3
466920 2018070200 02   54.0 20340 -61.1 -88.9  63  18.1   1
466920 2018070200 06   53.2 20425 -61.2 -88.6  62  19.0   1
466920 2018070200 12   50.0 20812 -63.2 -88.6  71  20.4   2
466920 2018070200 02   46.2 21305 -60.1 -87.8  80  22.0   1
466920 2018070200 06   44.3 21559 -60.0 -87.7  76  24.3   1
466920 2018070200 06   41.6 21948 -60.5 -87.8 101  27.6   1
466920 2018070200 06   38.4 22452 -60.1 -87.7  85  19.2   1
466920 2018070200 04   35.5 22944 -59.8 -87.7  89  24.5   1
466920 2018070200 02   34.9 23046 -59.3 -87.5  95  23.5   1
466920 2018070200 02   34.3 23160 -59.5 -87.9 102  23.1   1
466920 2018070200 06   34.1 23190 -59.3 -87.9 103  23.1   1
466920 2018070200 10   30.0 24009 -54.5 -85.4  99  22.6   1
466920 2018070200 02   27.2 24633 -52.0 -84.2  86  21.4   1
466920 2018070200 06   23.9 25486 -53.3 -84.7  81  23.0   1
466920 2018070200 02   22.6 25843 -54.4 -85.2  92  22.4   1
466920 2018070200 04   21.7 26107 -51.9 -84.6  97  23.6   1
466920 2018070200 06   21.1 26275 -51.6 -84.3 104  20.5   1
466920 2018070200 10   20.0 26628 -49.6 -83.3  91  17.9   1
466920 2018070200 04   19.0 26960 -49.0 -83.5  99  15.6   0
466920 2018070200 02   17.5 27487 -45.8 -81.9  85  21.7   0
466920 2018070200 06   16.2 28013 -45.1 -81.4  77  18.7   0
466920 2018070200 06   15.2 28464 -44.9 -81.4 103  21.7   0
466920 2018070200 02   14.3 28863 -44.1 -81.2  93  21.2   0
466920 2018070200 06   14.0 28987 -44.4 -81.2  97  22.4   0
466920 2018070200 02   12.9 29553 -46.3 -82.1 118  17.8   0
466920 2018070200 06   12.7 29645 -45.6 -81.9 117  17.3   0
466920 2018070200 02   11.8 30108 -45.6 -82.0 102  21.9   0
466920 2018070200 06   11.7 30200 -44.6 -81.8  97  22.8   0
466920 2018070200 02   11.1 30555 -39.9 -80.2  94  22.0   0
466920 2018070200 06   10.4 30977 -39.3 -79.5  98  27.2   0
466920 2018070200 02   10.1 31190 -38.5 -79.3  96  23.3   0
466920 2018070200 10   10.0 31258 -38.7 -79.4  94  21.8   0
466920 2018070200 06    9.3 31745 -39.3 -79.8  64  16.4   0
466920 2018070200 06    8.6 32280 -39.0 -79.6  72  24.8   0
466920 2018070200 04    8.2 32622 -39.2 -79.7  93  29.8   0
466920 2018070200 06    7.8 32960 -38.1 -79.2 115  26.6   0
466920 2018070200 06    7.4 33364 -37.0 -79.3 117  16.4   0
466920 2018070200 04    7.2 33523 -37.3 -79.4 102  14.5   0
466920 2018070200 06    7.1 33620 -36.8 -79.1  94  15.1   0
466920 2018070200 20    6.5 34210 -38.1 -79.4  88  27.4   0
466920 2018070212 01 1000.3 00011  32.0  22.2 227   3.9  56
466920 2018070212 10 1000.0 00013  32.1  21.8 231   4.2  54
466920 2018070212 06  991.4 00092  31.5  20.5 242   9.3  52
466920 2018070212 10  925.0 00710  25.8  19.2 243  17.3  66
466920 2018070212 02  924.5 00715  25.7  19.2 243  17.3  67
466920 2018070212 06  908.2 00871  25.3  17.9 242  19.7  63
466920 2018070212 10  850.0 01451  21.6  16.0 252  15.7  70
466920 2018070212 06  740.4 02634  13.3  12.4 272  10.8  94
466920 2018070212 06  705.5 03039  10.5  10.5 299   8.4  99
466920 2018070212 10  700.0 03105  10.2  10.2 295   8.2 100
466920 2018070212 02  691.7 03204   9.7   9.1 283   8.9  95
466920 2018070212 06  691.2 03211   9.7   8.9 283   8.9  94
466920 2018070212 06  649.9 03724   7.8   5.6 288   8.6  85
466920 2018070212 06  636.5 03894   7.2   4.3 275   7.5  81
466920 2018070212 02  610.1 04243   4.7   2.8 301   4.2  87
466920 2018070212 02  569.0 04811   4.0  -5.8 241   1.3  48
466920 2018070212 02  567.1 04837   3.9  -5.5 235   1.1  50
